Unnamed: 0,movieId,genres,title
3090,3183,Drama,"Third Miracle, The"
3091,3184,Action|Comedy|Crime|Drama,Montana
3092,3185,Drama,Snow Falling on Cedars
3093,3186,Drama,"Girl, Interrupted"
3094,3187,Drama,Trans
3095,3188,Documentary,"Life and Times of Hank Greenberg, The"
3096,3189,Children|Drama,My Dog Skip
3097,3190,Adventure|Sci-Fi|Thriller,Supernova
3098,3191,Drama,"Quarry, The"
3099,3192,Drama,"Terrorist, The"
3100,3193,Documentary,Creature
3101,3194,Drama|Romance,"Way We Were, The"
3102,3195,Drama,Tess of the Storm Country
3103,3196,Drama|War,Stalag 17
3104,3197,Action|Crime|Romance|Thriller,"Presidio, The"
3105,3198,Crime|Drama,Papillon
3106,3199,Comedy|Drama|Musical|Romance,Pal Joey
3107,3200,Comedy|Drama,"Last Detail, The"
3108,3201,Drama,Five Easy Pieces
3109,3202,Drama|Horror,Even Dwarfs Started Small
3110,3203,Thriller,Dead Calm
3111,3204,Action|Mystery|Thriller,"Boys from Brazil, The"
3112,3205,Horror,Black Sunday
3113,3206,Romance,Against All Odds
3114,3207,Adventure,"Snows of Kilimanjaro, The"
3115,3208,Action|Comedy,Loaded Weapon 1
3116,3209,Drama,"Loves of Carmen, The"
3117,3210,Comedy|Drama|Romance,Fast Times at Ridgemont High
3118,3211,Drama,"Cry in the Dark, A"
3119,3212,Drama,Born to Win
3120,3213,Animation|Children,Batman: Mask of the Phantasm
3121,3214,Drama,American Flyers
3122,3215,Drama,Voyage of the Damned
3123,3216,Fantasy|Horror|Thriller,Vampyros Lesbos
3124,3217,Drama,"Star Is Born, A"
3125,3218,Drama,Poison
3126,3219,Mystery|Thriller,Pacific Heights
3127,3220,Drama,Night Tide
3128,3221,Drama,"Draughtsman's Contract, The"
3129,3222,Drama,Carmen
3130,3223,Drama,"Zed & Two Noughts, A"
3131,3224,Drama,Woman in the Dunes
3132,3225,Comedy|Romance,Down to You
3133,3226,Documentary,Hellhounds on My Trail
3134,3227,Comedy|Drama|Thriller,"Not Love, Just Frenzy"
3135,3228,Comedy,Wirey Spindell
3136,3229,Crime|Drama,Another Man's Poison
3137,3230,Thriller,"Odessa File, The"
3138,3231,Comedy,"Saphead, The"
3139,3232,Comedy,Seven Chances
3140,3233,Comedy,Smashing Time
3141,3234,Comedy|Fantasy|Musical,Train Ride to Hollywood
3142,3235,Comedy,Where the Buffalo Roam
3143,3236,Comedy|Musical|Western,Zachariah
3144,3237,Documentary,Kestrel's Eye
3145,3238,Thriller,Eye of the Beholder
3146,3239,Comedy,Isn't She Great?
3147,3240,Comedy,"Big Tease, The"
3148,3241,Comedy,"Cup, The"
3149,3242,Comedy,Santitos
3150,3243,Comedy,Encino Man
3151,3244,Comedy|Romance,"Goodbye Girl, The"
3152,3245,Drama,I Am Cuba
3153,3246,Drama,Malcolm X
3154,3247,Comedy|Crime,Sister Act
3155,3248,Comedy,Sister Act 2: Back in the Habit
3156,3249,Drama|Thriller,"Hand That Rocks the Cradle, The"
3157,3250,Drama,Alive
3158,3251,Drama|Mystery,Agnes of God
3159,3252,Drama,Scent of a Woman
3160,3253,Comedy,Wayne's World
3161,3254,Comedy,Wayne's World 2
3162,3255,Comedy|Drama,"League of Their Own, A"
3163,3256,Action|Crime|Drama|Thriller,Patriot Games
3164,3257,Drama|Romance|Thriller,"Bodyguard, The"
3165,3258,Comedy|Fantasy,Death Becomes Her
3166,3259,Adventure|Drama|Romance,Far and Away
3167,3260,Drama,Howards End
3168,3261,Comedy|Drama|Romance,Singles
3169,3262,Crime|Drama|Mystery|Thriller,Twin Peaks: Fire Walk with Me
3170,3263,Comedy|Drama,White Men Can't Jump
3171,3264,Action|Comedy|Horror,Buffy the Vampire Slayer
3172,3265,Action|Crime|Drama|Thriller,Hard-Boiled
3173,3266,Comedy|Crime|Drama|Thriller,Man Bites Dog
3174,3267,Action|Crime|Thriller|Western,"Mariachi, El"
3175,3268,Action|Comedy,Stop! Or My Mom Will Shoot
3176,3269,Drama|Romance|Sci-Fi,Forever Young
3177,3270,Comedy|Drama|Romance,"Cutting Edge, The"
3178,3271,Drama,Of Mice and Men
3179,3272,Crime|Drama,Bad Lieutenant
3180,3273,Comedy|Horror|Mystery|Thriller,Scream 3
3181,3274,Drama|Thriller,Single White Female
3182,3275,Action|Crime|Drama|Thriller,"Boondock Saints, The"
3183,3276,Comedy,Gun Shy
3184,3277,Drama,Beloved/Friend
3185,3278,Documentary,Gendernauts
3186,3279,Action|Drama,Knockout
3187,3280,Horror,"Baby, The"
3188,3281,Documentary,"Brandon Teena Story, The"
3189,3282,Comedy,Different for Girls
3190,3283,Action,Minnie and Moskowitz
3191,3284,Comedy|Mystery|Romance,They Might Be Giants
3192,3285,Adventure|Drama,"Beach, The"
3193,3286,Comedy,Snow Day
3194,3287,Animation|Children,"Tigger Movie, The"
3195,3288,Drama,Cotton Mary
3196,3289,Drama,Not One Less
3197,3290,Comedy,Soft Toilet Seats
3198,3291,Thriller,Trois
3199,3292,Film-Noir,"Big Combo, The"
3200,3293,Drama|Sci-Fi,Conceiving Ada
3201,3294,Horror,Eaten Alive
3202,3295,Drama,Raining Stones
3203,3296,Drama,To Sir with Love
3204,3297,Documentary,With Byrd at the South Pole
3205,3298,Crime|Drama|Thriller,Boiler Room
3206,3299,Comedy|Drama,Hanging Up
3207,3300,Horror|Sci-Fi|Thriller,Pitch Black
3208,3301,Comedy|Crime,"Whole Nine Yards, The"
3209,3302,Comedy,Beautiful People
3210,3303,Documentary,Black Tar Heroin: The Dark End of the Street
3211,3304,Crime|Drama,Blue Collar
3212,3305,Film-Noir|Horror,Bluebeard
3213,3306,Comedy,"Circus, The"
3214,3307,Comedy|Drama|Romance,City Lights
3215,3308,Comedy|Drama,"Flamingo Kid, The"
3216,3309,Comedy,"Dog's Life, A"
3217,3310,Comedy|Drama,"Kid, The"
3218,3311,Western,"Man from Laramie, The"
3219,3312,Drama,"McCullochs, The"
3220,3313,Comedy,Class Reunion
3221,3314,Action|Drama,"Big Trees, The"
3222,3315,Musical,Happy Go Lovely
3223,3316,Action|Thriller,Reindeer Games
3224,3317,Comedy|Drama,Wonder Boys
3225,3318,Drama|Thriller,Deterrence
3226,3319,Drama,Judy Berlin
3227,3320,Comedy|Drama|Romance,Mifune's Last Song
3228,3321,Comedy,"Waiting Game, The"
3229,3322,Comedy,3 Strikes
3230,3323,Comedy|Crime,Chain of Fools
3231,3324,Comedy,Drowning Mona
3232,3325,Comedy|Drama,"Next Best Thing, The"
3233,3326,Comedy|Sci-Fi,What Planet Are You From?
3234,3327,Documentary,Beyond the Mat
3235,3328,Crime|Drama,Ghost Dog: The Way of the Samurai
3236,3329,Drama|Romance,The Year My Voice Broke
3237,3330,Drama|Romance,Splendor in the Grass
3238,3331,Drama,My Tutor
3239,3332,Adventure|Children,"Legend of Lobo, The"
3240,3333,Drama,"Killing of Sister George, The"
3241,3334,Crime|Drama|Film-Noir|Thriller,Key Largo
3242,3335,Crime|Drama,Jail Bait
3243,3336,Drama|Fantasy|War,It Happened Here
3244,3337,Comedy|Drama,I'll Never Forget What's'isname
3245,3338,Documentary,For All Mankind
3246,3339,War,Cross of Iron
3247,3340,Horror|Sci-Fi,Bride of the Monster
3248,3341,Comedy,Born Yesterday
3249,3342,Drama|War,Birdy
3250,3343,Comedy|Drama|Romance,And God Created Woman
3251,3344,Horror,Blood Feast
3252,3345,Adventure|Children,"Charlie, the Lonesome Cougar"
3253,3346,Horror,Color Me Blood Red
3254,3347,Adventure|Drama,Never Cry Wolf
3255,3348,Crime|Horror|Thriller,The Night Visitor
3256,3349,Comedy,"Perils of Pauline, The"
3257,3350,Drama,"Raisin in the Sun, A"
3258,3351,Horror,Two Thousand Maniacs!
3259,3352,Drama,Brown's Requiem
3260,3353,Comedy|Romance,"Closer You Get, The"
3261,3354,Sci-Fi,Mission to Mars
3262,3355,Fantasy|Horror|Mystery|Thriller,"Ninth Gate, The"
3263,3357,Drama|Romance,East-West
3264,3358,Comedy|Drama|Fantasy|Romance,Defending Your Life
3265,3359,Comedy|Drama,Breaking Away
3266,3360,Drama|Romance,Hoosiers
3267,3361,Comedy|Drama|Romance,Bull Durham
3268,3362,Crime|Drama,Dog Day Afternoon
3269,3363,Comedy|Drama,American Graffiti
3270,3364,Crime|Film-Noir,"Asphalt Jungle, The"
3271,3365,Drama|Western,"Searchers, The"
3272,3367,War,"Devil's Brigade, The"
3273,3368,Romance|Western,"Big Country, The"
3274,3369,Crime,Any Number Can Win
3275,3370,Drama|Thriller,Betrayed
3276,3371,Drama,Bound for Glory
3277,3372,Action|War,"Bridge at Remagen, The"
3278,3373,Western,Buck and the Preacher
3279,3374,Drama,Daughters of the Dust
3280,3375,Sci-Fi,Destination Moon
3281,3376,Romance,"Fantastic Night, The"
3282,3377,Drama|War,Hangmen Also Die!
3283,3378,Drama,"Ogre, The"
3284,3379,Drama,On the Beach
3285,3380,Film-Noir,Railroaded!
3286,3381,Comedy|Drama,Slaves to the Underground
3287,3382,Drama,Song of Freedom
3288,3383,Drama|Musical,Big Fella
3289,3384,Action|Crime,"Taking of Pelham One Two Three, The"
3290,3385,Comedy,Volunteers
3291,3386,Drama|Mystery|Thriller,JFK
3292,3387,Comedy|Mystery,Who's Harry Crumb?
3293,3388,Children|Comedy,Harry and the Hendersons
3294,3389,Action|Adventure,Let's Get Harry
3295,3390,Adventure|Crime|Drama|Romance,Shanghai Surprise
3296,3391,Comedy,Who's That Girl?
3297,3392,Comedy,She-Devil
3298,3393,Comedy|Fantasy|Romance,Date with an Angel
3299,3394,Comedy|Romance,Blind Date
3300,3395,Comedy,Nadine
3301,3396,Adventure|Children|Comedy|Musical,"Muppet Movie, The"
3302,3397,Children|Comedy,"Great Muppet Caper, The"
3303,3398,Children|Comedy|Musical,"Muppets Take Manhattan, The"
3304,3399,Children|Comedy,Sesame Street Presents Follow That Bird
3305,3400,Adventure|Animation|Children|Fantasy,We're Back! A Dinosaur's Story
3306,3401,Adventure|Sci-Fi,Baby... Secret of the Lost Legend
3307,3402,Comedy|Drama|Romance,Turtle Diary
3308,3403,Drama|Thriller,Raise the Titanic
3309,3404,Action|Drama,Titanic
3310,3405,Action|Drama,"Night to Remember, A"
3311,3406,Action|Adventure|Drama|War,Captain Horatio Hornblower R.N.
3312,3407,Comedy|Drama,"Carriers Are Waiting, The"
3313,3408,Drama,Erin Brockovich
3314,3409,Drama|Thriller,Final Destination
3315,3410,Comedy|Drama,Soft Fruit
3316,3411,Drama,Babymother
3317,3412,Adventure|Children|Drama,"Bear, The"
3318,3413,Crime|Drama,Impact
3319,3414,Drama|Romance|War,Love Is a Many-Splendored Thing
3320,3415,Drama,"Mirror, The"
3321,3417,Adventure|Comedy,"Crimson Pirate, The"
3322,3418,Adventure|Crime|Drama,Thelma & Louise
3323,3419,Comedy|Crime,Something for Everyone
3324,3420,Drama|Thriller,...And Justice for All
3325,3421,Comedy,Animal House
3326,3422,Comedy|Romance,She's Gotta Have It
3327,3423,Drama,School Daze
3328,3424,Drama,Do the Right Thing
3329,3425,Drama|Musical,Mo' Better Blues
3330,3426,Drama|Romance,Jungle Fever
3331,3427,Crime,Coogan's Bluff
3332,3428,Drama,"Champ, The"
3333,3429,Animation|Comedy,Creature Comforts
3334,3430,Action|Crime|Drama,Death Wish
3335,3431,Action|Drama,Death Wish 2
3336,3432,Action|Drama,Death Wish 3
3337,3433,Action|Drama,Death Wish 4: The Crackdown
3338,3434,Action|Drama,Death Wish 5: The Face of Death
3339,3435,Crime|Drama|Film-Noir,Double Indemnity
3340,3436,Drama|Romance,Dying Young
3341,3437,Drama,Cool as Ice
3342,3438,Action|Children|Comedy|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles
3343,3439,Action|Children|Fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3344,3440,Action|Adventure|Children|Comedy|Fantasy,Teenage Mutant Ninja Turtles III
3345,3441,Action|Drama|War,Red Dawn
3346,3442,Action|Crime|Drama,Band of the Hand
3347,3443,Action|Drama|Thriller,Born American
3348,3444,Action,Bloodsport
3349,3445,Mystery|Thriller,Eyes of Laura Mars
3350,3446,Comedy|Drama,Funny Bones
3351,3447,Drama,"Good Earth, The"
3352,3448,Comedy|Drama|War,"Good Morning, Vietnam"
3353,3449,Drama,"Good Mother, The"
3354,3450,Comedy,Grumpy Old Men
3355,3451,Drama,Guess Who's Coming to Dinner
3356,3452,Action|Crime|Romance|Thriller,Romeo Must Die
3357,3453,Drama|Romance,Here on Earth
3358,3454,Comedy|Romance,Whatever It Takes
3359,3455,Drama|Thriller,Buddy Boy
3360,3456,Drama,"Color of Paradise, The"
3361,3457,Drama|Thriller,Waking the Dead
3362,3458,Drama|Romance,Blood and Sand
3363,3459,Drama|Horror,Gothic
3364,3460,Comedy,Hillbillys in a Haunted House
3365,3461,Adventure|Drama|Thriller,Lord of the Flies
3366,3462,Comedy|Drama|Romance,Modern Times
3367,3463,Comedy,Last Resort
3368,3465,Drama,That's Life!
3369,3466,Comedy|Fantasy,Heart and Souls
3370,3467,Drama|Western,Hud
3371,3468,Drama,"Hustler, The"
3372,3469,Drama,Inherit the Wind
3373,3470,Adventure|Drama,Dersu Uzala
3374,3471,Adventure|Drama|Sci-Fi,Close Encounters of the Third Kind
3375,3472,Horror|Thriller,Horror Hotel
3376,3473,Comedy,Jonah Who Will Be 25 in the Year 2000
3377,3474,Sci-Fi|Thriller,Retroactive
3378,3475,Drama|Romance,"Place in the Sun, A"
3379,3476,Horror|Mystery,Jacob's Ladder
3380,3477,Comedy|Drama,Empire Records
3381,3478,Drama,"Bamba, La"
3382,3479,Adventure|Fantasy|Romance,Ladyhawke
3383,3480,Drama|Romance,Lucas
3384,3481,Comedy|Drama|Romance,High Fidelity
3385,3483,Animation|Children,"Road to El Dorado, The"
3386,3484,Thriller,"Skulls, The"
3387,3485,Horror,Autopsy
3388,3486,Sci-Fi,Devil Girl From Mars
3389,3487,Western,El Dorado
3390,3488,Horror|Sci-Fi,"Hideous Sun Demon, The"
3391,3489,Adventure|Comedy|Fantasy,Hook
3392,3490,Horror,Horror Express
3393,3491,Comedy,My Chauffeur
3394,3492,Adventure|Comedy|Romance,"Son of the Sheik, The"
3395,3493,Horror|Mystery|Thriller,Torso
3396,3494,Adventure|Drama|Western,True Grit
3397,3495,Comedy|Drama,Roadside Prophets
3398,3496,Drama,Madame Sousatzka
3399,3497,Comedy,Max Dugan Returns
3400,3498,Drama,Midnight Express
3401,3499,Drama|Horror|Thriller,Misery
3402,3500,Comedy|Drama,Mr. Saturday Night
3403,3501,Comedy|Romance,Murphy's Romance
3404,3502,Drama,My Life
3405,3503,Drama|Mystery|Sci-Fi,Solaris
3406,3504,Comedy|Drama,Network
3407,3505,Drama|Mystery|Thriller,No Way Out
3408,3506,Comedy|Drama,North Dallas Forty
3409,3507,Comedy,"Odd Couple, The"
3410,3508,Action|Adventure|Drama|Thriller|Western,"Outlaw Josey Wales, The"
3411,3509,Drama,Black and White
3412,3510,Drama|Thriller,Frequency
3413,3511,Comedy,Ready to Rumble
3414,3512,Drama|Romance,Return to Me
3415,3513,Drama|Thriller,Rules of Engagement
3416,3514,Drama,Joe Gould's Secret
3417,3515,Comedy|Romance,Me Myself I
3418,3516,Comedy|Fantasy|Romance,"Bell, Book and Candle"
3419,3517,Crime|Drama,"Bells, The"
3420,3518,Drama|Thriller,"End of Violence, The"
3421,3519,Action|Drama|War,Force 10 from Navarone
3422,3520,Comedy,How to Stuff a Wild Bikini
3423,3521,Comedy|Drama,Mystery Train
3424,3522,Drama,Sacco and Vanzetti
3425,3523,Action|Thriller,Taffin
3426,3524,Comedy|Romance,Arthur
3427,3525,Comedy,Bachelor Party
3428,3526,Comedy|Drama,Parenthood
3429,3527,Action|Sci-Fi|Thriller,Predator
3430,3528,Drama|Romance,"Prince of Tides, The"
3431,3529,Crime|Thriller,"Postman Always Rings Twice, The"
3432,3530,Comedy,Smoking/No Smoking
3433,3531,Comedy|Drama|Romance,All the Vermeers in New York
3434,3533,Drama,"Actor's Revenge, An"
3435,3534,Drama,28 Days
3436,3535,Crime|Horror|Mystery|Thriller,American Psycho
3437,3536,Comedy|Drama|Romance,Keeping the Faith
3438,3537,Comedy|Drama,Where the Money Is
3439,3538,Comedy,East is East
3440,3539,Documentary,"Filth and the Fury, The"
3441,3540,Drama|Mystery|Romance,Passion of Mind
3442,3541,Action,Third World Cop
3443,3542,Drama,Coming Apart
3444,3543,Comedy|Drama,Diner
3445,3544,Comedy,Shakes the Clown
3446,3545,Drama|Musical,Cabaret
3447,3546,Drama|Horror|Thriller,What Ever Happened to Baby Jane?
3448,3547,Comedy|Drama,Prick Up Your Ears
3449,3548,Comedy|Drama,Auntie Mame
3450,3549,Comedy|Musical|Romance,Guys and Dolls
3451,3550,Horror,The Hunger
3452,3551,Crime|Drama|Thriller,Marathon Man
3453,3552,Comedy,Caddyshack
3454,3553,Drama|Thriller,Gossip
3455,3554,Drama|Romance,Love and Basketball
3456,3555,Action|Thriller|War,U-571
3457,3556,Drama|Romance,"Virgin Suicides, The"
3458,3557,Mystery|Thriller,Jennifer 8
3459,3558,Drama,"Law, The"
3460,3559,Comedy|Drama|Romance,Limelight
3461,3560,Crime|Drama|Romance,Empire of Passion
3462,3561,Drama,Stacy's Knights
3463,3562,Comedy|Drama,Committed
3464,3563,Action|Horror,"Crow: Salvation, The"
3465,3564,Children|Comedy,"Flintstones in Viva Rock Vegas, The"
3466,3565,Comedy|Drama,Where the Heart Is
3467,3566,Comedy|Drama,"Big Kahuna, The"
3468,3567,Comedy|Drama|Romance,Bossa Nova
3469,3568,Comedy|Romance,Smiling Fish and Goat on Fire
3470,3569,Comedy|Drama,"Idiots, The"
3471,3570,Drama,"Last September, The"
3472,3571,Comedy|Drama,Time Code
3473,3572,Horror|Sci-Fi,Carnosaur
3474,3573,Horror|Sci-Fi,Carnosaur 2
3475,3574,Horror|Sci-Fi,Carnosaur 3: Primal Species
3476,3575,Drama,Defying Gravity
3477,3576,Action|Horror|Sci-Fi,"Hidden, The"
3478,3577,Drama|Romance,Two Moon Junction
3479,3578,Action|Adventure|Drama,Gladiator
3480,3579,Drama,I Dreamed of Africa
3481,3580,Drama,Up at the Villa
3482,3581,Comedy,Human Traffic
3483,3582,Comedy|Documentary|Drama,"Jails, Hospitals & Hip-Hop"
3484,3583,Drama|Musical,Black Tights
3485,3584,Action|Drama|Romance|Thriller,Breathless
3486,3585,Adventure|War,"Great Locomotive Chase, The"
3487,3586,Drama|Romance,The Idolmaker
3488,3587,Horror,Inferno
3489,3588,Crime|Drama,"King of Marvin Gardens, The"
3490,3589,Adventure|Fantasy,Whom the Gods Wish to Destroy
3491,3590,Comedy|Drama,"Lords of Flatbush, The"
3492,3591,Comedy|Drama,Mr. Mom
3493,3592,Animation|Sci-Fi,Time Masters
3494,3593,Action|Sci-Fi,Battlefield Earth
3495,3594,Drama|Musical,Center Stage
3496,3595,Comedy,Held Up
3497,3596,Comedy,Screwed
3498,3597,Comedy,Whipped
3499,3598,Crime|Drama|Romance|Thriller,Hamlet
3500,3599,Comedy|Musical,Anchors Aweigh
3501,3600,Comedy|Musical,Blue Hawaii
3502,3601,Comedy|Western,"Castaway Cowboy, The"
3503,3602,Comedy|Musical|Romance,G.I. Blues
3504,3603,Comedy,"Gay Deceivers, The"
3505,3604,Musical,Gypsy
3506,3605,Crime|Drama|Musical,King Creole
3507,3606,Comedy|Musical|Romance,On the Town
3508,3607,Comedy|Western,One Little Indian
3509,3608,Adventure|Comedy,Pee-wee's Big Adventure
3510,3609,Documentary,Regret to Inform
3511,3610,Drama|Musical|Romance,Roustabout
3512,3611,Animation|Children|Comedy,Saludos Amigos
3513,3612,Adventure|Children|Fantasy|Musical|Romance,The Slipper and the Rose: The Story of Cinderella
3514,3613,Comedy,Things Change
3515,3614,Comedy|Romance,Honeymoon in Vegas
3516,3615,Adventure|Animation|Children,Dinosaur
3517,3616,Comedy|Romance,Loser
3518,3617,Comedy,Road Trip
3519,3618,Comedy|Crime,Small Time Crooks
3520,3619,Comedy,"Hollywood Knights, The"
3521,3620,Comedy|Drama,"Myth of Fingerprints, The"
3522,3621,Drama|Horror,Possession
3523,3622,Comedy,"Twelve Chairs, The"
3524,3623,Action|Adventure|Thriller,Mission: Impossible II
3525,3624,Action|Adventure|Comedy|Western,Shanghai Noon
3526,3625,Documentary,Better Living Through Circuitry
3527,3626,Comedy,8 ½ Women
3528,3627,Horror|Thriller,Carnival of Souls
3529,3628,Action|Drama|Romance|War,Flying Tigers
3530,3629,Adventure|Comedy|Romance,"Gold Rush, The"
3531,3630,Horror,"House of Exorcism, The"
3532,3631,Comedy,It's in the Water
3533,3632,Comedy|Crime,Monsieur Verdoux
3534,3633,Action|Adventure|Romance|Thriller,On Her Majesty's Secret Service
3535,3634,Thriller,Seven Days in May
3536,3635,Action|Adventure|Thriller,"Spy Who Loved Me, The"
3537,3636,Drama,Those Who Love Me Can Take the Train
3538,3637,Drama,Vagabond
3539,3638,Action|Adventure|Sci-Fi|Thriller,Moonraker
3540,3639,Action|Adventure|Thriller,"Man with the Golden Gun, The"
3541,3640,Comedy|Drama,"King in New York, A"
3542,3641,Drama,"Woman of Paris, A"
3543,3642,Western,In Old California
3544,3643,Action|Drama|War,"Fighting Seabees, The"
3545,3644,Western,Dark Command
3546,3645,Drama,Cleo from 5 to 7
3547,3646,Comedy,Big Momma's House
3548,3647,Adventure|Children|Drama,Running Free
3549,3648,Horror|Sci-Fi,"Abominable Snowman, The"
3550,3649,Drama,American Gigolo
3551,3650,Horror,Anguish
3552,3651,Horror,"Blood Spattered Bride, The"
3553,3652,Horror,City of the Living Dead
3554,3653,Documentary,"Endless Summer, The"
3555,3654,Action|Adventure|Drama|War,"Guns of Navarone, The"
3556,3655,Drama,Blow-Out
3557,3656,Crime|Film-Noir|Mystery|Thriller,Lured
3558,3657,Drama,Pandora and the Flying Dutchman
3559,3658,Horror|Sci-Fi,Quatermass and the Pit
3560,3659,Sci-Fi|Thriller,Quatermass 2
3561,3662,Horror|Sci-Fi|Thriller,Puppet Master III: Toulon's Revenge
3562,3663,Horror|Sci-Fi|Thriller,Puppet Master 4
3563,3664,Horror|Sci-Fi|Thriller,Puppet Master 5: The Final Chapter
3564,3665,Horror|Sci-Fi|Thriller,Curse of the Puppet Master
3565,3666,Horror|Sci-Fi|Thriller,Retro Puppet Master
3566,3667,Action|Comedy|Crime,Rent-A-Cop
3567,3668,Drama|Romance,Romeo and Juliet
3568,3669,Comedy,Stay Tuned
3569,3670,War,Story of G.I. Joe
3570,3671,Comedy|Western,Blazing Saddles
3571,3672,Adventure|Children,Benji
3572,3673,Adventure|Children,Benji the Hunted
3573,3674,Adventure|Children|Comedy|Drama,For the Love of Benji
3574,3675,Comedy|Musical|Romance,White Christmas
3575,3676,Drama|Horror,Eraserhead
3576,3677,Documentary,Baraka
3577,3678,Drama,"Man with the Golden Arm, The"
3578,3679,Documentary|Musical,"Decline of Western Civilization, The"
3579,3680,Documentary,"Decline of Western Civilization Part II: The Metal Years, The"
3580,3681,Action|Drama|Thriller|Western,For a Few Dollars More
3581,3682,Action|Crime|Drama|Thriller,Magnum Force
3582,3683,Crime|Drama|Film-Noir,Blood Simple
3583,3684,Drama|Romance,"Fabulous Baker Boys, The"
3584,3685,Comedy|Drama|Romance,Prizzi's Honor
3585,3686,Horror|Sci-Fi|Thriller,Flatliners
3586,3687,Adventure|Animation|Fantasy|Sci-Fi,Light Years
3587,3688,Comedy,Porky's
3588,3689,Comedy,Porky's II: The Next Day
3589,3690,Comedy,Porky's Revenge
3590,3691,Comedy,Private School
3591,3692,Comedy|Horror,Class of Nuke 'Em High
3592,3693,Comedy|Horror,"Toxic Avenger, The"
3593,3694,Comedy|Horror,"Toxic Avenger, Part II, The"
3594,3695,Comedy|Horror,"Toxic Avenger Part III: The Last Temptation of Toxie, The"
3595,3696,Comedy|Horror|Sci-Fi|Thriller,Night of the Creeps
3596,3697,Action|Sci-Fi|Thriller,Predator 2
3597,3698,Action|Sci-Fi,"Running Man, The"
3598,3699,Adventure|Drama|Romance|Sci-Fi,Starman
3599,3700,Drama|Sci-Fi,"Brother from Another Planet, The"
3600,3701,Crime|Drama|Sci-Fi|Thriller,Alien Nation
3601,3702,Action|Adventure|Sci-Fi,Mad Max
3602,3703,Action|Adventure|Sci-Fi|Thriller,"Road Warrior, The"
3603,3704,Action|Adventure|Sci-Fi,Mad Max Beyond Thunderdome
3604,3705,Action|Comedy|Romance,Bird on a Wire
3605,3706,Film-Noir|Horror|Mystery|Thriller,Angel Heart
3606,3707,Drama|Romance,9 1/2 Weeks
3607,3708,Horror|Thriller,Firestarter
3608,3709,Horror,Sleepwalkers
3609,3710,Action|Comedy|Crime|Thriller,Action Jackson
3610,3711,Drama,Sarafina!
3611,3712,Comedy,Soapdish
3612,3713,Drama,"Long Walk Home, The"
3613,3714,Drama,Clara's Heart
3614,3715,Comedy|Crime,Burglar
3615,3716,Action|Comedy|Crime|Drama,Fatal Beauty
3616,3717,Action|Crime,Gone in 60 Seconds
3617,3718,Documentary,American Pimp
3618,3719,Comedy|Romance,Love's Labour's Lost
3619,3720,Drama,Sunshine
3620,3721,Comedy|Crime|Mystery,Trixie
3621,3722,Comedy,American Virgin
3622,3723,Drama,Hamlet
3623,3724,Drama|War,Coming Home
3624,3725,Animation|Musical,American Pop
3625,3726,Action|Thriller,Assault on Precinct 13
3626,3727,Horror|Western,Near Dark
3627,3728,Crime|Drama|Film-Noir|Thriller,One False Move
3628,3729,Action|Crime|Drama|Thriller,Shaft
3629,3730,Drama|Mystery,"Conversation, The"
3630,3731,Drama|Thriller,Cutter's Way
3631,3732,Horror,"Fury, The"
3632,3733,Drama,"Paper Chase, The"
3633,3734,Drama,Prince of the City
3634,3735,Crime|Drama,Serpico
3635,3736,Drama,Ace in the Hole
3636,3737,Drama|Western,Lonely Are the Brave
3637,3738,Drama,"Sugarland Express, The"
3638,3739,Comedy|Romance,Trouble in Paradise
3639,3740,Action|Adventure|Comedy|Fantasy,Big Trouble in Little China
3640,3741,Crime|Drama|Thriller,Badlands
3641,3742,Drama|War,Battleship Potemkin
3642,3743,Comedy|Romance,Boys and Girls
3643,3744,Action|Crime|Thriller,Shaft
3644,3745,Action|Adventure|Animation|Children|Sci-Fi,Titan A.E.
3645,3746,Drama,Butterfly
3646,3747,Drama,Jesus' Son
3647,3748,Comedy|Romance,"Match, The"
3648,3749,Drama,Time Regained
3649,3750,Drama,Boricua's Bond
3650,3751,Animation|Children|Comedy,Chicken Run
3651,3752,Adventure|Comedy,"Me, Myself & Irene"
3652,3753,Action|Drama|War,"Patriot, The"
3653,3754,Adventure|Animation|Children|Comedy|Fantasy,"Adventures of Rocky and Bullwinkle, The"
3654,3755,Drama|Thriller,"Perfect Storm, The"
3655,3756,Drama,"Golden Bowl, The"
3656,3757,Horror,Asylum
3657,3758,Drama|Sci-Fi|Thriller,Communion
3658,3759,Animation|Children|Musical,Fun and Fancy Free
3659,3760,Comedy,"Kentucky Fried Movie, The"
3660,3761,Action|Crime|Drama|Thriller,"Blood In, Blood Out"
3661,3762,Horror,Daughter of Dr. Jeckyll
3662,3763,Action|Crime|Thriller,F/X
3663,3764,Action|Crime|Thriller,F/X2
3664,3765,Crime|Drama|Romance,"Hot Spot, The"
3665,3766,Action|War,Missing in Action
3666,3767,Action|War,Missing in Action 2: The Beginning
3667,3768,Action|War,Braddock: Missing in Action III
3668,3769,Action,Thunderbolt and Lightfoot
3669,3770,Horror|Sci-Fi|Thriller,Dreamscape
3670,3771,Action|Adventure|Fantasy,The Golden Voyage of Sinbad
3671,3772,Fantasy|Horror|Thriller,Hatchet for the Honeymoon
